id,code,category1,category2,category3,categoryName1,categoryName2,categoryName3,image,price,fullName
1142708,bikini-cau-vong,8,8,63,Thời trang nữ,Đồ bơi,Bikini,https://media3.scdn.vn/img3/2019/4_16/j1eb2Z_simg_b5529c_250x250_maxb.jpg,229.000đ,Bikini Một Mảnh Màu Cầu Vồng - BKN05
2917624,usb-3g-hsdpa-72-mb-gia-re-bh-12thang,528,528,554,Phụ kiện công nghệ,Phụ kiện Máy tính,USB 3G,https://media3.scdn.vn/img3/2019/1_13/sgVTFo_simg_b5529c_250x250_maxb.jpg,266.000đ,USB 3G HSDPA GIÁ RẺ
2333396,quan-kaki-xam-phoi-tron,94,94,1675,Thời trang nam,"Quần kaki, quần tây nam",Quần tây nam,https://media3.scdn.vn/img3/2019/3_22/GuljfK_simg_b5529c_250x250_maxb.jpg,649.000đ
2787890,quan-jeans-nam-jogger-thoi-trang-phong-cach-tre-trung-qbn8423,94,94,1672,Thời trang nam,Quần jeans nam,Quần jeans ống côn skinny,https://media3.scdn.vn/img3/2019/7_10/vOVn3V_simg_b5529c_250x250_maxb.jpg,99.000đ,Quần Jogger Kaki Nam Quần Jogger Kaki Nam Phong Cách Trẻ Trung Thời Trang VICERO
1242812,chan-vay-dai-xoe-mau-den-2805603,8,8,650,Thời trang nữ,Chân váy,Váy xòe,https://media3.scdn.vn/img2/2018/9_21/HOhfba_simg_b5529c_250x250_maxb.jpg,75.000đ,Chân váy XÒE DÀI DẬP LY Vintage màu đen
2713392,https:,528,528,732,Phụ kiện công nghệ,Phụ kiện Máy tính,Hộp đựng ổ cứng,https://media3.scdn.vn/img3/2019/1_15/NUwFQY_simg_b5529c_250x250_maxb.jpg,350.000đ,gel tan mỡ lipo slim gel
2158911,giay-bot-nam,1686,1686,1711,Giày dép,Giày nam,Giày bốt nam,https://media3.scdn.vn/img3/2019/3_11/hRwvSa_simg_b5529c_250x250_maxb.jpg,335.000đ,Giày bốt nam giày bốt nam giày bốt nam
2795913,ong-lens-camera-da-nang-zoom-12x,528,528,1393,Phụ kiện công nghệ,Phụ kiện Điện thoại,Lens chụp hình,https://media3.scdn.vn/img2/2017/7_21/ZJjRFr_simg_b5529c_250x250_maxb.jpg,299.000đ,Ống lens camera đa năng zoom 12x
1364314,tui-du-lich-gap-gon,1019,1019,1091,Đồ dùng trong nhà,Đồ dùng sinh hoạt,"Tủ vải, hộp, thùng đựng đồ",https://media3.scdn.vn/img3/2019/4_24/aC0rsd_simg_b5529c_250x250_maxb.jpg
2342421,vay-ngu-thien-than-tim-den,8,8,59,Thời trang nữ,"Đồ lót, đồ ngủ và đồ mặc nhà",Váy ngủ,https://media3.scdn.vn/img3/2019/5_8/AyXQ4m_simg_b5529c_250x250_maxb.jpg,79.000đ
2646507,ao-thun-my-mind-is-a-mess-t-shirt-a142,8,8,12,Thời trang nữ,Áo nữ,Áo thun có tay,https://media3.scdn.vn/img3/2019/6_29/fdQ2zz_simg_b5529c_250x250_maxb.jpg,70.000đ,áo thun t - shirt
1115262,dam-body-ren-bet-vai-tay-dai-phoi-vay-body-xe-ta-mac-di-tieda589,8,8,698,Thời trang nữ,"Đầm, váy",Đầm ôm,https://media3.scdn.vn/img3/2019/5_6/GBKhZP_simg_b5529c_250x250_maxb.jpg,105.000đ
631776,chi-nha-khoa-oral-b,220,220,1365,Sức khỏe & Làm đẹp,Tắm và chăm sóc cơ thể,Chăm sóc răng miệng,https://media3.scdn.vn/img2/2018/10_3/3orLXW_simg_b5529c_250x250_maxb.jpg,65.000đ,Chỉ nha khoa Oral B hương Bạc hà 50m
1864210,maxi-di-bien-dam-maxi-hoa-tranh-pamma-sp00808,8,8,31,Thời trang nữ,"Đầm, váy",Đầm maxi,https://media3.scdn.vn/img3/2019/3_21/9UJraA_simg_b5529c_250x250_maxb.jpg,550.000đ
2024021,ao-thun-body-co-tron-han-quoc,94,94,310,Thời trang nam,"Áo thun, áo polo nam",Áo thun không cổ,https://media3.scdn.vn/img1/2015/12_19/d70c24_simg_a2dfa1_720-720-0-0_cropf_simg_b5529c_250x250_maxb.jpg,50.000đ
1010050,bo-do-lot-triumph-diva-181,8,8,53,Thời trang nữ,"Đồ lót, đồ ngủ và đồ mặc nhà",Áo ngực,https://media3.scdn.vn/img2/2018/12_1/JGD5TS_simg_124d86_701-701-0-0_cropf_simg_b5529c_250x250_maxb.png,290.000đ
2652135,giay-adidas,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img3/2019/7_18/yW8JKt_simg_b5529c_250x250_maxb.jpg,1.390.000đ,Giày Adidas
2522458,tui-deo-cheo-messenger-da-pu-bttdchp50tq,1722,1722,1732,Túi xách,Túi xách nữ,Túi đeo chéo nữ,https://media3.scdn.vn/img3/2019/7_6/3lv6ID_simg_b5529c_250x250_maxb.jpg,270.000đ,Túi đeo chéo Messenger.
2538630,quan-jogger-kaki-han-quoc,94,94,1674,Thời trang nam,"Quần kaki, quần tây nam",Quần kaki,https://media3.scdn.vn/img2/2016/12_20/prCVUv_simg_b5529c_250x250_maxb.png,150.000đ
2437582,gel-titan-nga-chinh-hang-moi-nhat-goi-0964-92-11-44,220,220,1337,Sức khỏe & Làm đẹp,Sản phẩm hỗ trợ tình dục,Bổ sung tăng cường,https://media3.scdn.vn/img2/2018/8_2/UaftMq_simg_b5529c_250x250_maxb.jpg,285.000đ,Bột lúa non Nhật Bản hộp 44 gói chính hãng
1395662,dong-ho-kitty-chiu-nuoc,1366,1366,1385,Đồng hồ,Đồng hồ cho bé,Đồng hồ bé gái,https://media3.scdn.vn/img3/2019/4_5/FOjzUT_simg_b5529c_250x250_maxb.jpg,295.000đ,"Đồng hồ Nam chống nước
1152718,dam-cong-so-co-thuyen-sang-trong,8,8,698,Thời trang nữ,"Đầm, váy",Đầm ôm,https://media3.scdn.vn/img2/2016/9_15/vOqz1p_simg_b5529c_250x250_maxb.jpg,215.000đ
2837683,quan-lung-suong-clottes,8,8,20,Thời trang nữ,Quần nữ,Quần tây,https://media3.scdn.vn/img3/2019/4_4/26jI68_simg_b5529c_250x250_maxb.jpg,225.000đ,QUẦN CLOTTES ĐEN
2209939,dong-ho-casio-efb-300l-7a-efb-300l-7a,1366,1366,1368,Đồng hồ,Đồng hồ nam,Đồng hồ thể thao,https://media3.scdn.vn/img3/2019/6_24/46EePG_simg_b5529c_250x250_maxb.png,6.890.000đ,ĐỒNG HỒ EFB-510JDB-7AVDR
2779956,kham-rang-ca-sau-game-vui,1458,1458,1466,Đồ chơi,"Hoạt động ngoài trời, pinic",Các loại đồ chơi vận động,https://media3.scdn.vn/img2/2018/8_22/343gLM_simg_b5529c_250x250_maxb.jpg,49.000đ
2491646,bo-che-sac-dien-thoai-tren-xe-may-v6,528,528,536,Phụ kiện công nghệ,Phụ kiện Điện thoại,"Cáp sạc, cáp truyền dữ liệu",https://media3.scdn.vn/img2/2018/7_28/pKFqyT_simg_b5529c_250x250_maxb.jpg,160.000đ
947761,kem-tay-trang-sua-gao-co-voi-xit-rice-water-bright-cleansing-milk,220,220,243,Sức khỏe & Làm đẹp,Chăm sóc da nữ,Tẩy trang,https://media3.scdn.vn/img3/2019/6_30/zVI8Mh_simg_b5529c_250x250_maxb.jpg,120.000đ,FreeShip Tẩy Trang Gạo Rice Water Bright Cleansing Milk 200ML
1094523,banh-an-da-m-parents-choice-vi-vie-t-qua-t,138,138,1322,Mẹ và bé,Sữa và thức ăn dặm,Bánh ăn dặm,https://media3.scdn.vn/img2/2018/8_4/Jj9qSb_simg_b5529c_250x250_maxb.jpg,75.000đ,Bánh ăn dặm vị phô mai Parents Choice của Mỹ
1273950,giay-sneaker-sneaker-converse-giay-sneaker-converse,1686,1686,1777,Giày dép,Giày nữ,Giày sneaker nữ,https://media3.scdn.vn/img3/2019/8_2/p3nQiL_simg_b5529c_250x250_maxb.jpg,189.000đ,Giày sneaker - Giày sneaker
2490844,set-3-son-mac-cho-ban-chon-mau,220,220,265,Sức khỏe & Làm đẹp,Trang điểm môi,Son thỏi,https://media3.scdn.vn/img3/2019/2_16/3a1LSS_simg_b5529c_250x250_maxb.jpg,45.000đ,SET 4 Tất Mèo Cho Bạn Gái Có Chọn Màu
2937224,that-lung-h2-da-bo-khoa-rong-vang,94,94,129,Thời trang nam,Phụ kiện,Thắt lưng,https://media3.scdn.vn/img3/2019/5_9/k3duio_simg_b5529c_250x250_maxb.jpg,305.000đ,Thắt lưng nam da bò AT Leather - SM06 - Khóa Vàng
2067120,ao-thun-cap-polo,8,8,527,Thời trang nữ,Áo nữ,Áo đôi,https://media3.scdn.vn/img3/2018/12_16/duW2D1_simg_b5529c_250x250_maxb.jpg,175.000đ,áo thun cặp
2799724,ma-mm1011-quan-jeans-nam-tre-trung-phong-cach,94,94,1672,Thời trang nam,Quần jeans nam,Quần jeans ống côn skinny,https://media3.scdn.vn/img1/2016/3_1/ea412a_simg_b5529c_250x250_maxb.jpg,198.000đ,"Quần jeans ống côn skinny nam trẻ trung
2266836,tai-nghe-choang-dau-coolcold-thoi-trang-mau-trang,528,528,1397,Phụ kiện công nghệ,Thiết bị âm thanh,Tai nghe,https://media3.scdn.vn/img2/2018/9_22/ZXdq3p_simg_b5529c_250x250_maxb.jpg,39.000đ,Tai nghe thời trang
2763111,may-xong-mat-ion-am-kingdom-kd-2331,220,220,724,Sức khỏe & Làm đẹp,Thiết bị chăm sóc cá nhân,Dụng cụ làm đẹp,https://media3.scdn.vn/img2/2017/7_17/xSYgg9_simg_b5529c_250x250_maxb.png,199.000đ,Máy xông hơi mặt mini ion âm Kingdom KD 2331
2823454,dong-ho-nam-nu-day-vai-daniel-wellington,1366,1366,1370,Đồng hồ,Đồng hồ nam,Đồng hồ kim,https://media3.scdn.vn/img3/2019/2_25/Od2TiW_simg_b5529c_250x250_maxb.jpg,3.400.000đ,Đồng Hồ DW Daniel Wellington
2539194,hang-cao-cap-co-size-xxl-dam-ren-xoe-royal-co-v-sang-trong,8,8,699,Thời trang nữ,"Đầm, váy",Đầm xòe,https://media3.scdn.vn/img2/2017/10_7/WFsN96_simg_b5529c_250x250_maxb.jpg,470.000đ
2132730,den-pin-mini-small-sun-sieu-sang,1108,1108,1156,Đồ điện gia dụng,Thiết bị chiếu sáng,Đèn pin,https://media3.scdn.vn/img1/2015/9_9/ed65f3_simg_b5529c_250x250_maxb.jpg,35.000đ,Đèn Pin Mini Small Sun Siêu Sáng
2936769,bo-do-soc-ngang-xinh-xan,8,8,1405,Thời trang nữ,"Set trang phục, jumpsuit",Áo và quần lửng,https://media3.scdn.vn/img3/2019/2_28/skungk_simg_b5529c_250x250_maxb.jpg,129.000đ
1949445,dam-suong-tui-hop-tre-trung,8,8,700,Thời trang nữ,"Đầm, váy",Đầm suông,https://media3.scdn.vn/img3/2019/6_15/nQlutN_simg_b5529c_250x250_maxb.jpg,59.000đ
1444367,ao-so-mi-soc-tiki-thoi-trang-asm03058,8,8,10,Thời trang nữ,Áo nữ,Áo sơ mi công sở,https://media3.scdn.vn/img3/2019/1_7/4PHksj_simg_b5529c_250x250_maxb.jpg,125.000đ,ÁO SƠ MI KẺ SỌC THỜI TRANG
759703,tai-nghe-htc,528,528,1397,Phụ kiện công nghệ,Thiết bị âm thanh,Tai nghe,https://media3.scdn.vn/img3/2018/12_16/oDJKvm_simg_b5529c_250x250_maxb.jpg,130.000đ,Tai nghe HTC zin
2134417,nhan-nam-bac-cao-cap-rm0816,94,94,662,Thời trang nam,Phụ kiện,Trang sức,https://media3.scdn.vn/img3/2019/4_28/k2AYSp_simg_b5529c_250x250_maxb.jpg,99.000đ,NHẪN BẠC CAO CẤP
2673839,quan-jeans-nam-thoi-trang-hoa-tiet-sao-qj686,94,94,1672,Thời trang nam,Quần jeans nam,Quần jeans ống côn skinny,https://media3.scdn.vn/img2/2018/10_17/bfkny0_simg_b5529c_250x250_maxb.jpg,135.000đ,Quần jeans nam thơi trang
1998082,dau-duong-toc-cao-cap-soft-liss-cua-aurane-phap,220,220,280,Sức khỏe & Làm đẹp,Tóc,Dưỡng tóc,https://media3.scdn.vn/img3/2019/2_6/NEzJjK_simg_b5529c_250x250_maxb.jpg,105.000đ,Tinh dầu dưỡng tóc Soft Liss - Aurane 125ml Cao Cấp
2016040,ao-khoac-nam-bingo,94,94,681,Thời trang nam,Áo khoác nam,Áo khoác chống nắng,https://media3.scdn.vn/img2/2017/4_20/SFfWwz_simg_b5529c_250x250_maxb.jpg,180.000đ,Áo bò nam Bingo
2862190,gia-y-the-thao-nam-cao-ca-p,1686,1686,1789,Giày dép,Giày thể thao chuyên dụng,Giày thể thao nam,https://media3.scdn.vn/img3/2019/8_30/kF0blc_simg_b5529c_250x250_maxb.jpg,139.000đ,"⚡[GIÁ XẢ KHO]🎉 GIÀY THỂ THAO NAM CAO CẤP
2329220,bo-nuoc-hoa-nam-nu-chanel-sang-trong-lich-lam,220,220,274,Sức khỏe & Làm đẹp,Nước hoa,Nước hoa nam,https://media3.scdn.vn/img3/2019/6_7/RFdgE0_simg_b5529c_250x250_maxb.jpg,300.000đ,BỘ 4 CHAI NƯỚC HOA NAM AISX LỊCH LÃM CAO CẤP
1994842,dam-xoe-ren-no-eo,8,8,699,Thời trang nữ,"Đầm, váy",Đầm xòe,https://media3.scdn.vn/img2/2018/4_11/zkIQDm_simg_b5529c_250x250_maxb.jpg,290.000đ
2823536,ao-dai-cach-tan,8,8,11,Thời trang nữ,Áo nữ,Áo kiểu,https://media3.scdn.vn/img3/2018/12_20/U08Vqk_simg_b5529c_250x250_maxb.jpg,295.000đ,áo dài cách tân
2662048,gia-do-dang-kep-duoi-khi-cho-dien-thoai,528,528,1306,Phụ kiện công nghệ,Phụ kiện Điện thoại,Gậy selfie,https://media3.scdn.vn/img3/2019/4_4/HFSGKU_simg_b5529c_250x250_maxb.jpg,25.000đ,Giá Đỡ Điện Thoại Kẹp Đuôi Khỉ Cho Điện Thoại
2628190,xe-dap-gap-dia-hinh-26-inch-fury,736,736,792,Thể thao & giải trí,Xe đạp,Xe đạp xếp,https://media3.scdn.vn/img2/2018/8_2/QQ4Dmv_simg_b5529c_250x250_maxb.jpg,900.000đ,Xe đạp địa hình bánh 18 inch
2049133,giay-the-thao-ls0891,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img3/2019/8_7/7PaIpE_simg_b5529c_250x250_maxb.jpg,140.000đ,Giày Thể Thao Nữ
2440475,dong-ho-rolex-submanier-toa-do,1366,1366,1370,Đồng hồ,Đồng hồ nam,Đồng hồ kim,https://media3.scdn.vn/img2/2018/10_18/uDRWuh_simg_b5529c_250x250_maxb.jpg,120.000đ,Đồng hồ nam toạ độ Lvpai
2676074,set-ao-kem-quan-ong-rong,8,8,1403,Thời trang nữ,"Set trang phục, jumpsuit",Áo và quần culottes,https://media3.scdn.vn/img3/2019/4_28/GIZzcr_simg_b5529c_250x250_maxb.jpg,150.000đ
2705973,o-cung-160g-seagate-sata,528,528,544,Phụ kiện công nghệ,Phụ kiện Máy tính,Thiết bị lưu trữ,https://media3.scdn.vn/img2/2018/8_17/J88BKG_simg_b5529c_250x250_maxb.jpg,160.000đ,Ổ cứng 160G Sata Seagate mỏng máy vi tính để bàn
2514152,son-moi-rouge-edition-velvet,220,220,267,Sức khỏe & Làm đẹp,Trang điểm môi,Son tint,https://media3.scdn.vn/img2/2018/11_10/eCnXF8_simg_b5529c_250x250_maxb.jpg,165.000đ,SON VELVET BOURJOIS ROUGE EDITION
2929326,kms-headphone-nubwo-3000,528,528,1397,Phụ kiện công nghệ,Thiết bị âm thanh,Tai nghe,https://media3.scdn.vn/img2/2018/7_5/EDJ4eZ_simg_b5529c_250x250_maxb.jpg,230.000đ,Headphone NUBWO--3000
1995569,dai-massage-vibroaction,220,220,725,Sức khỏe & Làm đẹp,Thiết bị chăm sóc cá nhân,Máy massage và giảm béo,https://media3.scdn.vn/img3/2019/7_12/lc2R0C_simg_b5529c_250x250_maxb.jpg,199.000đ,Đai massage Vibroaction
1429403,gen-nit-bung-giam-mo-soc-ngang-han-quoc,220,220,1572,Sức khỏe & Làm đẹp,Thiết bị chăm sóc cá nhân,"Miếng dán tan mỡ, đai nịt bụng",https://media3.scdn.vn/img2/2018/3_30/UOVzJV_simg_b5529c_250x250_maxb.jpg,139.000đ
2012601,dam-suong-nhap-khau-danh-cho-nguoi-map-a133,8,8,700,Thời trang nữ,"Đầm, váy",Đầm suông,https://media3.scdn.vn/img3/2018/12_22/KZG11J_simg_b5529c_250x250_maxb.jpg,430.000đ
2077828,giay-cao-got-cg8-04-zara-9p-da-li,1686,1686,1692,Giày dép,Giày nữ,Giày cao gót,https://media3.scdn.vn/img3/2019/7_3/6jeIUS_simg_b5529c_250x250_maxb.jpg,420.000đ,giay cao got 9p
2251380,pin-sac-du-phong-nang-luong-mat-troi-10000mah,528,528,539,Phụ kiện công nghệ,Phụ kiện Điện thoại,Pin sạc dự phòng,https://media3.scdn.vn/img3/2019/3_25/FeOHL0_simg_b5529c_250x250_maxb.png,259.000đ,pin sạc dự phòng năng lượng mặt trời 10000mAh
2369611,dong-ho-nu-vong-tay-jw,1366,1366,1375,Đồng hồ,Đồng hồ nữ,"Đồng hồ vòng tay, lắc dây",https://media3.scdn.vn/img2/2018/10_13/YYHmVx_simg_b5529c_250x250_maxb.png,175.000đ
1078432,giay-oxford-bet-theu-chu-x,1686,1686,1696,Giày dép,Giày nữ,Giày Oxford nữ,https://media3.scdn.vn/img3/2019/3_14/vvk2fH_simg_b5529c_250x250_maxb.jpg,250.000đ,giày sneaker thêu chữ X
2911161,nokia-lumia-520-vang-tang-microsd-8gb-va-mmc-card-case,1663,1663,1665,Công nghệ,Thiết bị di động,Điện thoại di động,https://media3.scdn.vn/img2/2018/5_5/F1a8pL_simg_b5529c_250x250_maxb.jpg,50.000đ,PIN NOKIA LUMIA 520
